geography,firmsize,year,quarter,Emp,EmpEnd,sEmp,sEmpEnd
6007,4,2014,1,3222,3530,1,1
6007,5,2014,1,19551,19435,1,1
6009,0,2014,1,5408,5543,1,1
6009,1,2014,1,2747,2888,1,1
6009,2,2014,1,790,804,1,1
6009,3,2014,1,921,915,1,1
6009,4,2014,1,149,151,1,1
6009,5,2014,1,799,786,1,1
6011,0,2014,1,5374,5394,1,1
6011,1,2014,1,2001,2005,1,1
6011,2,2014,1,716,746,1,1
6011,3,2014,1,1345,1391,1,1
6011,4,2014,1,324,299,9,9
6011,5,2014,1,988,953,1,1
6013,0,2014,1,302588,302822,1,1
6013,1,2014,1,66124,68753,1,1
6013,2,2014,1,29194,29272,1,1
6013,3,2014,1,43559,43700,1,1
6013,4,2014,1,9749,9744,1,1
6013,5,2014,1,153963,151353,1,1
6015,0,2014,1,4034,4082,1,1
6015,1,2014,1,1451,1520,1,1
6015,2,2014,1,618,639,1,1
6015,3,2014,1,542,529,1,1
6015,4,2014,1,258,258,1,1
6015,5,2014,1,1165,1135,1,1
6017,0,2014,1,40881,41233,1,1
6017,1,2014,1,13782,14081,1,1
6017,2,2014,1,5336,5377,1,1
6017,3,2014,1,5867,5943,1,1
6017,4,2014,1,1350,1285,1,1
6017,5,2014,1,14546,14545,9,9
6019,0,2014,1,272765,276520,1,1
6019,1,2014,1,68090,68715,1,1
6019,2,2014,1,28987,29038,1,1
6019,3,2014,1,47397,47882,1,1
6019,4,2014,1,17062,17266,1,1
6019,5,2014,1,111230,113618,1,1
6021,0,2014,1,5923,5898,1,1
6021,1,2014,1,2533,2522,1,1
6021,2,2014,1,920,930,1,1
6021,3,2014,1,1161,1103,1,1
6021,4,2014,1,128,128,1,1
6021,5,2014,1,1181,1215,1,1
6023,0,2014,1,31170,31554,1,1
6023,1,2014,1,11019,11396,1,1
6023,2,2014,1,5553,5664,1,1
6023,3,2014,1,5691,5643,1,1
6023,4,2014,1,2555,2605,1,1
6023,5,2014,1,6352,6246,1,1
6025,0,2014,1,44616,42331,1,1
6025,1,2014,1,12319,12193,1,1
6025,2,2014,1,4640,4524,1,1
6025,3,2014,1,7108,6609,1,1
6025,4,2014,1,4161,3542,1,1
6025,5,2014,1,16388,15463,1,1
6027,0,2014,1,4104,4198,1,1
6027,1,2014,1,1709,1704,1,1
6027,2,2014,1,738,761,1,1
6027,3,2014,1,714,825,1,1
6027,4,2014,1,148,147,1,1
6027,5,2014,1,795,760,1,1
6029,0,2014,1,227708,225285,1,1
6029,1,2014,1,46826,47412,1,1
6029,2,2014,1,25013,24235,1,1
6029,3,2014,1,43997,43500,1,1
6029,4,2014,1,19653,19867,1,1
6029,5,2014,1,92218,90271,1,1
6031,0,2014,1,26834,27166,1,1
6031,1,2014,1,7859,8271,1,1
6031,2,2014,1,3007,3098,1,1
6031,3,2014,1,3715,3869,1,1
6031,4,2014,1,2544,2226,1,1
6031,5,2014,1,9709,9702,1,1
6033,0,2014,1,9718,10019,1,1
6033,1,2014,1,4886,5094,1,1
6033,2,2014,1,893,923,1,1
6033,3,2014,1,1728,1832,1,1
6033,4,2014,1,152,151,1,1
6033,5,2014,1,2060,2019,9,9
6035,0,2014,1,3785,3487,1,1
6035,1,2014,1,1216,1274,1,1
6035,2,2014,1,509,524,1,1
6035,3,2014,1,568,582,1,1
6035,4,2014,1,799,425,9,9
6035,5,2014,1,693,682,1,1
6037,0,2014,1,3762712,3809589,1,1
6037,1,2014,1,853464,881992,1,1
6037,2,2014,1,360440,368983,1,1
6037,3,2014,1,567185,571853,1,1
6037,4,2014,1,198941,200539,1,1
6037,5,2014,1,1782683,1786222,1,1
6039,0,2014,1,36208,35920,1,1
6039,1,2014,1,9654,9434,1,1
6039,2,2014,1,4205,4225,1,1
6039,3,2014,1,5952,6230,1,1
6039,4,2014,1,3076,3017,1,1
6039,5,2014,1,13321,13015,1,1
6041,0,2014,1,91718,92370,1,1
6041,1,2014,1,29604,30081,1,1
6041,2,2014,1,11500,11746,1,1
6041,3,2014,1,18750,18919,1,1
6041,4,2014,1,4204,4287,1,1
6041,5,2014,1,27661,27337,1,1
6043,0,2014,1,2685,2691,1,1
6043,1,2014,1,1253,1300,1,1
6043,2,2014,1,219,221,1,1
6043,3,2014,1,248,251,1,1
6043,4,2014,1,16,16,9,9
6043,5,2014,1,948,904,9,9
6045,0,2014,1,22098,22311,1,1
6045,1,2014,1,9888,10074,1,1
6045,2,2014,1,3589,3667,1,1
6045,3,2014,1,4252,4250,1,1
6045,4,2014,1,1356,1361,1,1
6045,5,2014,1,3012,2958,1,1
6047,0,2014,1,52601,52207,1,1
6047,1,2014,1,13029,13366,1,1
6047,2,2014,1,6639,6656,1,1
6047,3,2014,1,7781,7370,1,1
6047,4,2014,1,2219,2265,1,1
6047,5,2014,1,22933,22550,1,1
6049,0,2014,1,1311,1361,1,1
6049,1,2014,1,676,693,1,1
6049,2,2014,1,391,415,9,9
6049,3,2014,1,107,107,1,1
6049,4,2014,1,,,5,5
6049,5,2014,1,94,100,1,1
6051,0,2014,1,5573,5278,1,1
6051,1,2014,1,1670,1678,1,1
6051,2,2014,1,942,965,1,1
6051,3,2014,1,613,564,9,9
6051,4,2014,1,,,5,5
6051,5,2014,1,2340,2064,9,9
6053,0,2014,1,119429,122846,1,1
6053,1,2014,1,35186,36778,1,1
6053,2,2014,1,16488,16543,1,1
6053,3,2014,1,20116,20854,1,1
6053,4,2014,1,6718,7883,1,1
6053,5,2014,1,40920,40788,1,1
6055,0,2014,1,57274,58310,1,1
6055,1,2014,1,15645,16379,1,1
6055,2,2014,1,8390,8461,1,1
6055,3,2014,1,14457,15011,1,1
6055,4,2014,1,2600,2609,1,1
6055,5,2014,1,16182,15850,1,1
6057,0,2014,1,22876,22952,1,1
6057,1,2014,1,9215,9525,1,1
6057,2,2014,1,3582,3704,1,1
6057,3,2014,1,4243,4255,1,1
6057,4,2014,1,1466,1206,1,1
6057,5,2014,1,4370,4262,1,1
6059,0,2014,1,1365040,1371504,1,1
6059,1,2014,1,269930,279528,1,1
6059,2,2014,1,144880,147231,1,1
6059,3,2014,1,213329,216019,1,1
6059,4,2014,1,67931,68141,1,1
6059,5,2014,1,668970,660586,1,1
6061,0,2014,1,121328,121073,1,1
6061,1,2014,1,27772,28731,1,1
6061,2,2014,1,12136,12566,1,1
6061,3,2014,1,16329,16522,1,1
6061,4,2014,1,5265,5111,1,1
6061,5,2014,1,59826,58142,1,1
6063,0,2014,1,3045,3125,1,1
6063,1,2014,1,1512,1568,1,1
6063,2,2014,1,368,386,1,1
6063,3,2014,1,419,419,1,1
6063,4,2014,1,,,5,5
6063,5,2014,1,730,733,1,1
6065,0,2014,1,494335,498335,1,1
6065,1,2014,1,119682,125017,1,1
6065,2,2014,1,50942,52399,1,1
6065,3,2014,1,79008,81467,1,1
6065,4,2014,1,26455,26705,1,1
6065,5,2014,1,218248,212747,1,1
6067,0,2014,1,435088,438831,1,1
6067,1,2014,1,94710,98377,1,1
6067,2,2014,1,38350,39398,1,1
6067,3,2014,1,65043,66224,1,1
6067,4,2014,1,16493,16606,1,1
6067,5,2014,1,220492,218226,1,1
6069,0,2014,1,11171,11546,1,1
6069,1,2014,1,3847,3949,1,1
6069,2,2014,1,1509,1517,1,1
6069,3,2014,1,2159,2410,1,1
6069,4,2014,1,81,82,9,9
6069,5,2014,1,3575,3589,1,1
6071,0,2014,1,540217,538445,1,1
6071,1,2014,1,110889,115307,1,1
6071,2,2014,1,49661,50722,1,1
6071,3,2014,1,73908,74950,1,1
6071,4,2014,1,28421,28370,1,1
6071,5,2014,1,277339,269096,1,1
6073,0,2014,1,1088352,1093783,1,1
6073,1,2014,1,231775,240673,1,1
6073,2,2014,1,114578,116827,1,1
6073,3,2014,1,174724,177135,1,1
6073,4,2014,1,59057,59541,1,1
6073,5,2014,1,508218,499607,1,1
6075,0,2014,1,564079,570159,1,1
6075,1,2014,1,124602,129878,1,1
6075,2,2014,1,52626,53414,1,1
6075,3,2014,1,89243,90932,1,1
6075,4,2014,1,34149,34717,1,1
6075,5,2014,1,263459,261218,1,1
6077,0,2014,1,177417,180460,1,1
6077,1,2014,1,38015,39543,1,1
6077,2,2014,1,18005,18611,1,1
6077,3,2014,1,28346,29925,1,1
6077,4,2014,1,9210,9430,1,1
6077,5,2014,1,83841,82950,1,1
6079,0,2014,1,81494,82987,1,1
6079,1,2014,1,27142,28055,1,1
6079,2,2014,1,12356,12491,1,1
6079,3,2014,1,15615,15838,1,1
6079,4,2014,1,4298,4429,1,1
6079,5,2014,1,22083,22174,1,1
6081,0,2014,1,332513,335773,1,1
6081,1,2014,1,66070,68612,1,1
6081,2,2014,1,34931,35024,1,1
6081,3,2014,1,52688,53563,1,1
6081,4,2014,1,18222,18477,1,1
6081,5,2014,1,160602,160097,1,1
6083,0,2014,1,138657,142140,1,1
6083,1,2014,1,39158,40329,1,1
6083,2,2014,1,21463,21390,1,1
6083,3,2014,1,28609,29271,1,1
6083,4,2014,1,8521,9749,1,1
6083,5,2014,1,40906,41401,1,1
6085,0,2014,1,877052,886041,1,1
6085,1,2014,1,158406,164787,1,1
6085,2,2014,1,88319,89413,1,1
6085,3,2014,1,123448,125457,1,1
6085,4,2014,1,43151,43777,1,1
6085,5,2014,1,463727,462607,1,1
6087,0,2014,1,72944,74449,1,1
6087,1,2014,1,23987,24780,1,1
6087,2,2014,1,10995,11194,1,1
6087,3,2014,1,14929,15444,1,1
6087,4,2014,1,3580,3736,1,1
6087,5,2014,1,19453,19295,1,1
6089,0,2014,1,46519,46170,1,1
6089,1,2014,1,15115,15589,1,1
6089,2,2014,1,5524,5556,1,1
6089,3,2014,1,6941,6345,1,1
6089,4,2014,1,2923,2990,1,1
6089,5,2014,1,16016,15690,1,1
6091,0,2014,1,316,319,1,1
6091,1,2014,1,214,212,1,1
6091,2,2014,1,,,5,5
6091,3,2014,1,68,67,9,9
6091,5,2014,1,27,29,1,1
6093,0,2014,1,7978,8019,1,1
6093,1,2014,1,3542,3623,1,1
6093,2,2014,1,1317,1285,1,1
6093,3,2014,1,994,1033,9,9
6093,4,2014,1,769,767,1,1
6093,5,2014,1,1357,1312,1,1
6095,0,2014,1,102251,102344,1,1
6095,1,2014,1,21258,21837,1,1
6095,2,2014,1,9520,9688,1,1
6095,3,2014,1,12897,13192,1,1
6095,4,2014,1,5200,5098,1,1
6095,5,2014,1,53376,52529,1,1
6097,0,2014,1,153046,153969,1,1
6097,1,2014,1,48192,49608,1,1
6097,2,2014,1,20362,20697,1,1
6097,3,2014,1,29342,29607,1,1
6097,4,2014,1,11907,11651,1,1
6097,5,2014,1,43244,42405,1,1
6099,0,2014,1,139479,141413,1,1
6099,1,2014,1,32129,33449,1,1
6099,2,2014,1,15357,15823,1,1
6099,3,2014,1,23882,24598,1,1
6099,4,2014,1,5919,6268,1,1
6099,5,2014,1,62192,61275,1,1
6101,0,2014,1,20582,21126,1,1
6101,1,2014,1,6759,7102,1,1
6101,2,2014,1,2314,2432,1,1
6101,3,2014,1,3857,4058,1,1
6101,4,2014,1,614,609,1,1
6101,5,2014,1,7038,6926,1,1
6103,0,2014,1,11884,11797,1,1
6103,1,2014,1,3839,3845,1,1
6103,2,2014,1,1241,1205,1,1
6103,3,2014,1,1378,1347,1,1
6103,4,2014,1,812,797,1,1
6103,5,2014,1,4614,4603,1,1
6105,0,2014,1,1251,1269,1,1
6105,1,2014,1,842,862,1,1
6105,2,2014,1,83,81,9,9
6105,3,2014,1,214,215,9,9
6105,4,2014,1,34,34,1,1
6105,5,2014,1,78,77,1,1
6107,0,2014,1,114454,116637,1,1
6107,1,2014,1,27786,28780,1,1
6107,2,2014,1,12866,13450,1,1
6107,3,2014,1,25286,25569,1,1
6107,4,2014,1,8316,9122,1,1
6107,5,2014,1,40199,39716,1,1
6109,0,2014,1,10496,10417,1,1
6109,1,2014,1,4041,4095,1,1
6109,2,2014,1,1582,1605,1,1
6109,3,2014,1,895,912,1,1
6109,4,2014,1,340,199,1,1
6109,5,2014,1,3639,3606,1,1
6111,0,2014,1,250632,256516,1,1
6111,1,2014,1,64075,66746,1,1
6111,2,2014,1,29130,29567,1,1
6111,3,2014,1,43244,44380,1,1
6111,4,2014,1,15300,16822,1,1
6111,5,2014,1,98882,99001,1,1
6113,0,2014,1,58889,60176,1,1
6113,1,2014,1,14311,15092,1,1
6113,2,2014,1,6744,7015,1,1
6113,3,2014,1,8536,8803,1,1
6113,4,2014,1,2620,2798,1,1
6113,5,2014,1,26679,26468,1,1
6115,0,2014,1,8762,8806,1,1
6115,1,2014,1,2804,2947,1,1
6115,2,2014,1,1063,1038,1,1
6115,3,2014,1,1010,1007,1,1
6115,4,2014,1,619,578,1,1
6115,5,2014,1,3266,3236,1,1
6001,0,2014,2,616753,626754,1,1
6001,1,2014,2,128202,132977,1,1
6001,2,2014,2,63320,64711,1,1
6001,3,2014,2,103671,106271,1,1
6001,4,2014,2,35111,36034,1,1
6001,5,2014,2,286448,286761,1,1
6003,0,2014,2,468,327,1,1
6003,1,2014,2,98,112,1,1
6003,2,2014,2,79,99,1,1
6003,3,2014,2,87,80,9,9
6003,4,2014,2,203,36,9,9
6003,5,2014,2,0,0,1,1
6005,0,2014,2,6860,7436,1,1
6005,1,2014,2,2911,3334,1,1
6005,2,2014,2,946,1001,1,1
6005,3,2014,2,1054,1097,1,1
6005,4,2014,2,282,280,9,9
6005,5,2014,2,1668,1725,1,1
6007,0,2014,2,58955,60406,1,1
6007,1,2014,2,18645,19691,1,1
6007,2,2014,2,7527,7798,1,1
6007,3,2014,2,9831,9939,1,1
6007,4,2014,2,3209,3354,1,1
6007,5,2014,2,19742,19624,1,1
6009,0,2014,2,5587,6034,1,1
6009,1,2014,2,2901,3139,1,1
6009,2,2014,2,843,928,1,1
6009,3,2014,2,909,1023,1,1
6009,4,2014,2,154,150,1,1
6009,5,2014,2,780,794,1,1
6011,0,2014,2,5807,7059,1,1
6011,1,2014,2,2152,2622,1,1
6011,2,2014,2,777,858,1,1
6011,3,2014,2,1550,1824,1,1
6011,4,2014,2,305,341,9,9
6011,5,2014,2,1022,1413,1,1
6013,0,2014,2,304288,311687,1,1
6013,1,2014,2,69071,73490,1,1
6013,2,2014,2,29645,30720,1,1
6013,3,2014,2,44200,45664,1,1
6013,4,2014,2,9796,10073,1,1
6013,5,2014,2,151577,151739,1,1
6015,0,2014,2,4227,4464,1,1
6015,1,2014,2,1538,1657,1,1
6015,2,2014,2,673,743,1,1
6015,3,2014,2,563,604,1,1
6015,4,2014,2,263,258,1,1
6015,5,2014,2,1191,1202,1,1
6017,0,2014,2,37390,38896,1,1
6017,1,2014,2,14243,15984,1,1
6017,2,2014,2,5311,5573,1,1
6017,3,2014,2,5904,6350,1,1
6017,4,2014,2,1330,1326,1,1
6017,5,2014,2,10602,9663,1,1
6019,0,2014,2,282431,302200,1,1
6019,1,2014,2,70489,77608,1,1
6019,2,2014,2,29854,32807,1,1
6019,3,2014,2,49038,53791,1,1
6019,4,2014,2,17715,19206,1,1
6019,5,2014,2,115335,118788,1,1
6021,0,2014,2,6101,6415,1,1
6021,1,2014,2,2592,2813,1,1
6021,2,2014,2,969,1014,1,1
6021,3,2014,2,1169,1160,1,1
6021,4,2014,2,80,81,9,9
6021,5,2014,2,1292,1347,1,1
6023,0,2014,2,32248,33009,1,1
6023,1,2014,2,11462,12172,1,1
6023,2,2014,2,5844,6006,1,1
6023,3,2014,2,5731,5755,1,1
6023,4,2014,2,2812,2697,1,1
6023,5,2014,2,6398,6378,1,1
6025,0,2014,2,44128,43497,1,1
6025,1,2014,2,12335,12845,1,1
6025,2,2014,2,4505,4482,1,1
6025,3,2014,2,6854,7286,1,1
6025,4,2014,2,3427,3047,1,1
6025,5,2014,2,17008,15838,1,1
6027,0,2014,2,4267,4555,1,1
6027,1,2014,2,1741,1936,1,1
6027,2,2014,2,776,819,1,1
6027,3,2014,2,822,918,1,1
6027,4,2014,2,148,153,1,1
6027,5,2014,2,780,729,1,1
6029,0,2014,2,228664,247480,1,1
6029,1,2014,2,48429,55340,1,1
6029,2,2014,2,24416,26918,1,1
6029,3,2014,2,43793,46816,1,1
6029,4,2014,2,20489,22462,1,1
6029,5,2014,2,91537,95944,1,1
6031,0,2014,2,27682,30590,1,1
6031,1,2014,2,8376,9247,1,1
6031,2,2014,2,3194,3346,1,1
6031,3,2014,2,4234,5313,1,1
6031,4,2014,2,2214,2122,1,1
6031,5,2014,2,9663,10563,1,1
6033,0,2014,2,10037,10778,1,1
6033,1,2014,2,5011,5437,1,1
6033,2,2014,2,948,1023,1,1
6033,3,2014,2,1861,2078,1,1
6033,4,2014,2,155,166,1,1
6033,5,2014,2,2062,2074,9,9
6035,0,2014,2,3538,3880,1,1
6035,1,2014,2,1298,1501,1,1
6035,2,2014,2,529,557,1,1
6035,3,2014,2,599,705,1,1
6035,4,2014,2,431,429,9,9
6035,5,2014,2,681,688,1,1
6037,0,2014,2,3826949,3867783,1,1
6037,1,2014,2,883234,910391,1,1
6037,2,2014,2,371286,374386,1,1
6037,3,2014,2,577064,582856,1,1
6037,4,2014,2,202090,205405,1,1
6037,5,2014,2,1793274,1794744,1,1
6039,0,2014,2,34748,36976,1,1
6039,1,2014,2,9219,10456,1,1
6039,2,2014,2,4147,4928,1,1
6039,3,2014,2,6056,6690,1,1
6039,4,2014,2,2828,2847,1,1
6039,5,2014,2,12498,12057,1,1
6041,0,2014,2,92873,96247,1,1
6041,1,2014,2,30261,31734,1,1
6041,2,2014,2,11967,12908,1,1
6041,3,2014,2,19382,20340,1,1
6041,4,2014,2,4266,4364,1,1
6041,5,2014,2,26998,26901,1,1
6043,0,2014,2,3084,3906,1,1
6043,1,2014,2,1319,1461,1,1
6043,2,2014,2,250,298,1,1
6043,3,2014,2,315,433,1,9
6043,4,2014,2,15,16,9,9
6043,5,2014,2,1184,1698,9,9
6045,0,2014,2,22749,23964,1,1
6045,1,2014,2,10213,11049,1,1
6045,2,2014,2,3734,3937,1,1
6045,3,2014,2,4360,4486,1,1
6045,4,2014,2,1390,1441,1,1
6045,5,2014,2,3052,3051,1,1
6047,0,2014,2,53848,59673,1,1
6047,1,2014,2,13647,15144,1,1
6047,2,2014,2,6847,7719,1,1
6047,3,2014,2,7708,9013,1,1
6047,4,2014,2,2620,4090,1,1
6047,5,2014,2,23026,23707,1,1
6049,0,2014,2,1423,1838,1,1
6049,1,2014,2,708,919,1,1
6049,2,2014,2,459,611,9,9
6049,3,2014,2,105,153,1,1
6049,4,2014,2,,,5,5
6049,5,2014,2,102,103,1,1
6051,0,2014,2,5059,5050,1,1
6051,1,2014,2,1647,2415,1,1
6051,2,2014,2,893,892,1,1
6051,3,2014,2,551,569,9,9
6051,4,2014,2,,,5,5
6051,5,2014,2,1962,1168,9,9
6053,0,2014,2,136619,172000,1,1
6053,1,2014,2,38666,48451,1,1
6053,2,2014,2,18452,24820,1,1
6053,3,2014,2,23393,30239,1,1
6053,4,2014,2,8719,9958,1,1
6053,5,2014,2,47389,58532,1,1
6055,0,2014,2,60740,64909,1,1
6055,1,2014,2,16888,18594,1,1
6055,2,2014,2,8836,9406,1,1
6055,3,2014,2,15907,17559,1,1
6055,4,2014,2,2709,2776,1,1
6055,5,2014,2,16401,16574,1,1
6057,0,2014,2,22576,23381,1,1
6057,1,2014,2,9465,10356,1,1
6057,2,2014,2,3699,3808,1,1
6057,3,2014,2,4270,4496,1,1
6057,4,2014,2,1085,943,1,1
6057,5,2014,2,4056,3778,1,1
6059,0,2014,2,1384125,1405521,1,1
6059,1,2014,2,279477,291323,1,1
6059,2,2014,2,148316,151212,1,1
6059,3,2014,2,218235,222894,1,1
6059,4,2014,2,69386,70327,1,1
6059,5,2014,2,668711,669765,1,1
6061,0,2014,2,122276,125637,1,1
6061,1,2014,2,28848,31717,1,1
6061,2,2014,2,12665,13070,1,1
6061,3,2014,2,16600,16955,1,1
6061,4,2014,2,5184,5113,1,1
6061,5,2014,2,58980,58782,1,1
6063,0,2014,2,3247,4286,1,1
6063,1,2014,2,1648,2506,1,1
6063,2,2014,2,410,486,1,1
6063,3,2014,2,443,543,1,1
6063,4,2014,2,,,5,5
6063,5,2014,2,728,731,1,1
6065,0,2014,2,505194,513148,1,1
6065,1,2014,2,124655,128606,1,1
6065,2,2014,2,52722,53332,1,1
6065,3,2014,2,81977,81351,1,1
6065,4,2014,2,26840,27265,1,1
6065,5,2014,2,218999,222593,1,1
6067,0,2014,2,448144,458695,1,1
6067,1,2014,2,98824,103034,1,1
6067,2,2014,2,39828,41081,1,1
6067,3,2014,2,67292,69076,1,1
6067,4,2014,2,16818,17152,1,1
6067,5,2014,2,225382,228353,1,1
6069,0,2014,2,12016,13499,1,1
6069,1,2014,2,4240,5042,1,1
6069,2,2014,2,1585,1794,1,1
6069,3,2014,2,2460,2559,1,1
6069,4,2014,2,82,83,9,9
6069,5,2014,2,3649,4022,1,1
6071,0,2014,2,547181,557491,1,1
6071,1,2014,2,115651,120058,1,1
6071,2,2014,2,50728,51763,1,1
6071,3,2014,2,76471,77593,1,1
6071,4,2014,2,28879,28942,1,1
6071,5,2014,2,275452,279134,1,1
6073,0,2014,2,1104722,1128378,1,1
6073,1,2014,2,241667,252581,1,1
6073,2,2014,2,118354,121681,1,1
6073,3,2014,2,179208,181383,1,1
6073,4,2014,2,59707,59843,1,1
6073,5,2014,2,505787,512890,1,1
6075,0,2014,2,578196,593968,1,1
6075,1,2014,2,129992,136227,1,1
6075,2,2014,2,54133,55661,1,1
6075,3,2014,2,91964,95121,1,1
6075,4,2014,2,35240,35716,1,1
6075,5,2014,2,266866,271243,1,1
6077,0,2014,2,184198,193019,1,1
6077,1,2014,2,39727,42250,1,1
6077,2,2014,2,18991,20290,1,1
6077,3,2014,2,30436,31961,1,1
6077,4,2014,2,9744,10527,1,1
6077,5,2014,2,85299,87991,1,1
6079,0,2014,2,84600,87323,1,1
6079,1,2014,2,28270,29962,1,1
6079,2,2014,2,12667,13082,1,1
6079,3,2014,2,16380,17023,1,1
6079,4,2014,2,4505,4677,1,1
6079,5,2014,2,22778,22579,1,1
6081,0,2014,2,338894,347385,1,1
6081,1,2014,2,68784,72022,1,1
6081,2,2014,2,35337,36388,1,1
6081,3,2014,2,53910,55176,1,1
6081,4,2014,2,18924,19241,1,1
6081,5,2014,2,161939,164558,1,1
6083,0,2014,2,147693,154161,1,1
6083,1,2014,2,40717,42492,1,1
6083,2,2014,2,21569,22700,1,1
6083,3,2014,2,30905,32743,1,1
6083,4,2014,2,10835,11632,1,1
6083,5,2014,2,43667,44595,1,1
6085,0,2014,2,894009,915352,1,1
6085,1,2014,2,165037,172217,1,1
6085,2,2014,2,90163,91989,1,1
6085,3,2014,2,126852,130045,1,1
6085,4,2014,2,44096,45276,1,1
6085,5,2014,2,467861,475824,1,1
6087,0,2014,2,77489,88268,1,1
6087,1,2014,2,25096,27933,1,1
6087,2,2014,2,11631,13624,1,1
6087,3,2014,2,16626,20634,1,1
6087,4,2014,2,4077,4639,1,1
6087,5,2014,2,20058,21438,1,1
6089,0,2014,2,46791,48606,1,1
6089,1,2014,2,15635,16593,1,1
6089,2,2014,2,5661,5911,1,1
6089,3,2014,2,6381,6651,1,1
6089,4,2014,2,3001,3059,1,1
6089,5,2014,2,16113,16393,1,1
6091,0,2014,2,313,421,1,1
6091,1,2014,2,203,284,1,1
6091,2,2014,2,9,38,1,1
6091,3,2014,2,65,65,9,9
6091,5,2014,2,36,34,1,1
6093,0,2014,2,8305,9667,1,1
6093,1,2014,2,3728,4577,1,1
6093,2,2014,2,1406,1655,1,1
6093,3,2014,2,1022,1200,9,1
6093,4,2014,2,779,817,1,1
6093,5,2014,2,1369,1418,1,1
6095,0,2014,2,104018,106030,1,1
6095,1,2014,2,21898,23066,1,1
6095,2,2014,2,9843,10421,1,1
6095,3,2014,2,13679,14081,1,1
6095,4,2014,2,5072,5037,1,1
6095,5,2014,2,53526,53426,1,1
6097,0,2014,2,156568,163873,1,1
6097,1,2014,2,49971,52845,1,1
6097,2,2014,2,21158,22408,1,1
6097,3,2014,2,30170,31558,1,1
6097,4,2014,2,12195,13037,1,1
6097,5,2014,2,43075,44026,1,1
6099,0,2014,2,144141,154101,1,1
6099,1,2014,2,33975,36630,1,1
6099,2,2014,2,16127,16553,1,1
6099,3,2014,2,25223,27294,1,1
6099,4,2014,2,6558,6984,1,1
6099,5,2014,2,62259,66641,1,1
6101,0,2014,2,21721,24124,1,1
6101,1,2014,2,7155,8165,1,1
6101,2,2014,2,2489,2650,1,1
6101,3,2014,2,4299,4822,1,1
6101,4,2014,2,606,683,1,1
6101,5,2014,2,7172,7804,1,1
6103,0,2014,2,12153,12804,1,1
6103,1,2014,2,3910,4179,1,1
6103,2,2014,2,1270,1458,1,1
6103,3,2014,2,1380,1434,1,1
6103,4,2014,2,810,814,1,1
6103,5,2014,2,4783,4919,1,1
6105,0,2014,2,1303,1571,1,1
6105,1,2014,2,881,1110,1,1
6105,2,2014,2,82,94,9,9
6105,3,2014,2,225,233,9,9
6105,4,2014,2,35,35,1,1
6105,5,2014,2,80,98,1,1
6107,0,2014,2,119793,129066,1,1
6107,1,2014,2,30107,34015,1,1
6107,2,2014,2,13822,14813,1,1
6107,3,2014,2,26210,27908,1,1
6107,4,2014,2,10006,11637,1,1
6107,5,2014,2,39649,40693,1,1
6109,0,2014,2,10566,11226,1,1
6109,1,2014,2,4108,4486,1,1
6109,2,2014,2,1605,1726,1,1
6109,3,2014,2,968,1105,1,1
6109,4,2014,2,202,179,1,1
6109,5,2014,2,3684,3731,1,1
6111,0,2014,2,260267,259425,1,1
6111,1,2014,2,66561,67568,1,1
6111,2,2014,2,29797,30317,1,1
6111,3,2014,2,45279,44267,1,1
6111,4,2014,2,17116,16856,1,1
6111,5,2014,2,101514,100418,1,1
6113,0,2014,2,62094,65680,1,1
6113,1,2014,2,15473,16612,1,1
6113,2,2014,2,7242,7530,1,1
6113,3,2014,2,9152,10415,1,1
6113,4,2014,2,3036,3353,1,1
6113,5,2014,2,27191,27771,1,1
6115,0,2014,2,8894,9506,1,1
6115,1,2014,2,2987,3246,1,1
6115,2,2014,2,1010,1198,1,1
6115,3,2014,2,1022,1053,1,1
6115,4,2014,2,536,577,1,9
6115,5,2014,2,3338,3432,1,1
6001,0,2014,3,620809,627506,1,1
6001,1,2014,3,131725,134149,1,1
6001,2,2014,3,63794,64063,1,1
6001,3,2014,3,105928,107293,1,1
6001,4,2014,3,34899,35615,1,1
6001,5,2014,3,284463,286386,1,1
6003,0,2014,3,318,310,1,1
6003,1,2014,3,111,106,1,1
6003,2,2014,3,115,110,1,9
6003,3,2014,3,65,69,1,1
6003,4,2014,3,27,25,1,9
6003,5,2014,3,0,0,1,1
6005,0,2014,3,7722,8453,1,1
6005,1,2014,3,3499,4152,1,1
6005,2,2014,3,1002,989,1,1
6005,3,2014,3,1139,1146,1,1
6005,4,2014,3,283,284,9,9
6005,5,2014,3,1799,1882,1,1
6007,0,2014,3,59443,60746,1,1
6007,1,2014,3,19220,19765,1,1
6007,2,2014,3,7713,7796,1,1
6007,3,2014,3,9978,10101,1,1
6007,4,2014,3,3251,3336,1,1
6007,5,2014,3,19280,19748,1,1
6009,0,2014,3,5949,5895,1,1
6009,1,2014,3,3111,3102,1,1
6009,2,2014,3,889,882,1,1
6009,3,2014,3,1032,1003,1,1
6009,4,2014,3,152,144,1,1
6009,5,2014,3,766,764,1,1
6011,0,2014,3,6883,7215,1,1
6011,1,2014,3,2483,2577,1,1
6011,2,2014,3,841,895,1,1
6011,3,2014,3,1710,1587,1,1
6011,4,2014,3,335,381,9,9
6011,5,2014,3,1513,1775,1,1
6013,0,2014,3,311687,311714,1,1
6013,1,2014,3,72389,72396,1,1
